name,artist,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Moonlight,Ariana Grande,0.42,https://api.spotify.com/v1/audio-analysis/1qcJdr8TYuGjFhjRoYNC3e,0.633,202360,0.412,1qcJdr8TYuGjFhjRoYNC3e,3.57e-06,9,0.048,-7.339,1,0.0284,102.215,3,https://api.spotify.com/v1/tracks/1qcJdr8TYuGjFhjRoYNC3e,audio_features,spotify:track:1qcJdr8TYuGjFhjRoYNC3e,0.214
Dangerous Woman,Ariana Grande,0.0529,https://api.spotify.com/v1/audio-analysis/1OhstguCoBQ4SXT8ugSmOl,0.664,235947,0.602,1OhstguCoBQ4SXT8ugSmOl,0.0,4,0.356,-5.369,0,0.0412,134.049,3,https://api.spotify.com/v1/tracks/1OhstguCoBQ4SXT8ugSmOl,audio_features,spotify:track:1OhstguCoBQ4SXT8ugSmOl,0.289
Be Alright,Ariana Grande,0.169,https://api.spotify.com/v1/audio-analysis/1MkFj1ThZZxjYMNkczx9mk,0.813,179293,0.456,1MkFj1ThZZxjYMNkczx9mk,2.86e-06,1,0.105,-7.667,0,0.0684,108.801,4,https://api.spotify.com/v1/tracks/1MkFj1ThZZxjYMNkczx9mk,audio_features,spotify:track:1MkFj1ThZZxjYMNkczx9mk,0.587
Into You,Ariana Grande,0.0162,https://api.spotify.com/v1/audio-analysis/49gRYU6hBWgSH2JVixGkJq,0.623,244440,0.734,49gRYU6hBWgSH2JVixGkJq,1.75e-06,9,0.145,-5.948,1,0.107,107.853,4,https://api.spotify.com/v1/tracks/49gRYU6hBWgSH2JVixGkJq,audio_features,spotify:track:49gRYU6hBWgSH2JVixGkJq,0.37
Side To Side,Ariana Grande,0.0198,https://api.spotify.com/v1/audio-analysis/4HeCFqiB1rBqGqvE10rF1a,0.644,226173,0.723,4HeCFqiB1rBqGqvE10rF1a,0.0,6,0.228,-6.278,0,0.231,159.17,4,https://api.spotify.com/v1/tracks/4HeCFqiB1rBqGqvE10rF1a,audio_features,spotify:track:4HeCFqiB1rBqGqvE10rF1a,0.616
Let Me Love You,Ariana Grande,0.0295,https://api.spotify.com/v1/audio-analysis/6VpLNElCyXW15cBixlnIu8,0.527,223880,0.435,6VpLNElCyXW15cBixlnIu8,0.0,2,0.243,-8.363,1,0.129,102.698,3,https://api.spotify.com/v1/tracks/6VpLNElCyXW15cBixlnIu8,audio_features,spotify:track:6VpLNElCyXW15cBixlnIu8,0.0781
Greedy,Ariana Grande,0.0367,https://api.spotify.com/v1/audio-analysis/6tcLyhPrmBEPaQ1Yz4MdGy,0.59,214880,0.704,6tcLyhPrmBEPaQ1Yz4MdGy,0.0,1,0.0984,-5.303,1,0.114,109.826,4,https://api.spotify.com/v1/tracks/6tcLyhPrmBEPaQ1Yz4MdGy,audio_features,spotify:track:6tcLyhPrmBEPaQ1Yz4MdGy,0.856
Leave Me Lonely,Ariana Grande,0.599,https://api.spotify.com/v1/audio-analysis/4Xg2NUXyF7cgvwSOs6PiSa,0.445,229680,0.446,4Xg2NUXyF7cgvwSOs6PiSa,2.21e-05,8,0.339,-7.468,0,0.0312,90.927,3,https://api.spotify.com/v1/tracks/4Xg2NUXyF7cgvwSOs6PiSa,audio_features,spotify:track:4Xg2NUXyF7cgvwSOs6PiSa,0.389
Everyday,Ariana Grande,0.0149,https://api.spotify.com/v1/audio-analysis/53SfB4huCgiRGmwzJdEo1u,0.637,194840,0.733,53SfB4huCgiRGmwzJdEo1u,0.0,7,0.162,-4.413,0,0.0563,131.004,4,https://api.spotify.com/v1/tracks/53SfB4huCgiRGmwzJdEo1u,audio_features,spotify:track:53SfB4huCgiRGmwzJdEo1u,0.431
Sometimes,Ariana Grande,0.0907,https://api.spotify.com/v1/audio-analysis/7IqSduDsieo2epoqA97NxC,0.397,226667,0.666,7IqSduDsieo2epoqA97NxC,0.0,1,0.344,-5.383,0,0.248,77.915,4,https://api.spotify.com/v1/tracks/7IqSduDsieo2epoqA97NxC,audio_features,spotify:track:7IqSduDsieo2epoqA97NxC,0.568
I Don't Care,Ariana Grande,0.728,https://api.spotify.com/v1/audio-analysis/7xagQoIf776ukUlgH4TyyB,0.591,178027,0.403,7xagQoIf776ukUlgH4TyyB,1.37e-06,0,0.153,-8.284,1,0.0431,111.934,4,https://api.spotify.com/v1/tracks/7xagQoIf776ukUlgH4TyyB,audio_features,spotify:track:7xagQoIf776ukUlgH4TyyB,0.288
Bad Decisions,Ariana Grande,0.0146,https://api.spotify.com/v1/audio-analysis/76RIfPBraSmXWC9LryUztF,0.698,226427,0.645,76RIfPBraSmXWC9LryUztF,0.0,4,0.269,-5.368,0,0.0416,131.948,4,https://api.spotify.com/v1/tracks/76RIfPBraSmXWC9LryUztF,audio_features,spotify:track:76RIfPBraSmXWC9LryUztF,0.788
Touch It,Ariana Grande,0.0303,https://api.spotify.com/v1/audio-analysis/7rlKlsYacU3PFLGD7ca1HL,0.536,260000,0.694,7rlKlsYacU3PFLGD7ca1HL,0.0,7,0.183,-4.369,0,0.0332,100.906,4,https://api.spotify.com/v1/tracks/7rlKlsYacU3PFLGD7ca1HL,audio_features,spotify:track:7rlKlsYacU3PFLGD7ca1HL,0.291
Knew Better / Forever Boy,Ariana Grande,0.235,https://api.spotify.com/v1/audio-analysis/1ywoy5kdf2LsG2019ClGjm,0.484,299213,0.381,1ywoy5kdf2LsG2019ClGjm,3.6e-06,6,0.0998,-6.705,1,0.0711,106.65,4,https://api.spotify.com/v1/tracks/1ywoy5kdf2LsG2019ClGjm,audio_features,spotify:track:1ywoy5kdf2LsG2019ClGjm,0.372
Thinking Bout You,Ariana Grande,0.0152,https://api.spotify.com/v1/audio-analysis/28tmK8wkE9y1UHdBKLd0nA,0.507,200387,0.696,28tmK8wkE9y1UHdBKLd0nA,0.000821,11,0.121,-6.027,1,0.0621,102.983,4,https://api.spotify.com/v1/tracks/28tmK8wkE9y1UHdBKLd0nA,audio_features,spotify:track:28tmK8wkE9y1UHdBKLd0nA,0.406
Step On Up,Ariana Grande,0.0874,https://api.spotify.com/v1/audio-analysis/3K1y89UHuAEZbpiSPbtAae,0.662,180853,0.877,3K1y89UHuAEZbpiSPbtAae,0.0,5,0.273,-4.185,0,0.112,110.905,4,https://api.spotify.com/v1/tracks/3K1y89UHuAEZbpiSPbtAae,audio_features,spotify:track:3K1y89UHuAEZbpiSPbtAae,0.545
Jason's Song (Gave It Away),Ariana Grande,0.45,https://api.spotify.com/v1/audio-analysis/0kngSEayfCOjR8w83R7vAT,0.65,264640,0.655,0kngSEayfCOjR8w83R7vAT,3.13e-05,7,0.073,-4.307,0,0.0631,105.95,4,https://api.spotify.com/v1/tracks/0kngSEayfCOjR8w83R7vAT,audio_features,spotify:track:0kngSEayfCOjR8w83R7vAT,0.562
Intro,Ariana Grande,0.969,https://api.spotify.com/v1/audio-analysis/0qMNPhpRzbghJy6G3SgRag,0.447,79840,0.182,0qMNPhpRzbghJy6G3SgRag,3.83e-05,6,0.327,-12.439,1,0.0324,89.814,4,https://api.spotify.com/v1/tracks/0qMNPhpRzbghJy6G3SgRag,audio_features,spotify:track:0qMNPhpRzbghJy6G3SgRag,0.096
Problem,Ariana Grande,0.0192,https://api.spotify.com/v1/audio-analysis/7vS3Y0IKjde7Xg85LWIEdP,0.66,193920,0.805,7vS3Y0IKjde7Xg85LWIEdP,8.83e-06,1,0.159,-5.352,0,0.153,103.008,4,https://api.spotify.com/v1/tracks/7vS3Y0IKjde7Xg85LWIEdP,audio_features,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,0.625
One Last Time,Ariana Grande,0.093,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,0.628,197267,0.593,7xoUc6faLbCqZO6fQEYprd,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.104
Why Try,Ariana Grande,0.0494,https://api.spotify.com/v1/audio-analysis/40fHWRL8bKcl5J4t4OKUiW,0.443,211880,0.663,40fHWRL8bKcl5J4t4OKUiW,0.0,8,0.153,-5.946,0,0.0432,159.856,4,https://api.spotify.com/v1/tracks/40fHWRL8bKcl5J4t4OKUiW,audio_features,spotify:track:40fHWRL8bKcl5J4t4OKUiW,0.331
Break Free,Ariana Grande,0.0064,https://api.spotify.com/v1/audio-analysis/12KUFSHFgT0XCoiSlvdQi4,0.687,214840,0.702,12KUFSHFgT0XCoiSlvdQi4,4.35e-05,7,0.204,-5.324,0,0.0455,129.956,4,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,audio_features,spotify:track:12KUFSHFgT0XCoiSlvdQi4,0.284
Best Mistake,Ariana Grande,0.546,https://api.spotify.com/v1/audio-analysis/70yhaHLp9STtzI2Kzba6Tr,0.654,233733,0.578,70yhaHLp9STtzI2Kzba6Tr,0.0,6,0.112,-6.897,1,0.449,143.867,4,https://api.spotify.com/v1/tracks/70yhaHLp9STtzI2Kzba6Tr,audio_features,spotify:track:70yhaHLp9STtzI2Kzba6Tr,0.233
Be My Baby,Ariana Grande,0.0735,https://api.spotify.com/v1/audio-analysis/0fonaf88IEDQM309zmU80L,0.622,217053,0.586,0fonaf88IEDQM309zmU80L,7.41e-06,3,0.0803,-6.241,0,0.0356,145.08,4,https://api.spotify.com/v1/tracks/0fonaf88IEDQM309zmU80L,audio_features,spotify:track:0fonaf88IEDQM309zmU80L,0.434
Break Your Heart Right Back,Ariana Grande,0.0113,https://api.spotify.com/v1/audio-analysis/0HGcQDbRen8luCnwH53sNl,0.726,253387,0.605,0HGcQDbRen8luCnwH53sNl,0.0,6,0.0639,-5.673,1,0.0628,93.93,4,https://api.spotify.com/v1/tracks/0HGcQDbRen8luCnwH53sNl,audio_features,spotify:track:0HGcQDbRen8luCnwH53sNl,0.588
Love Me Harder,Ariana Grande,0.00937,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,0.472,236133,0.714,5J4ZkQpzMUFojo1CtAZYpn,0.0,1,0.0764,-4.389,0,0.0334,98.992,4,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,audio_features,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.24
Just A Little Bit Of Your Heart,Ariana Grande,0.692,https://api.spotify.com/v1/audio-analysis/5lvnGiTAH9BVlJLHc0DXZz,0.439,232587,0.322,5lvnGiTAH9BVlJLHc0DXZz,0.0,9,0.103,-5.959,1,0.028,77.963,4,https://api.spotify.com/v1/tracks/5lvnGiTAH9BVlJLHc0DXZz,audio_features,spotify:track:5lvnGiTAH9BVlJLHc0DXZz,0.16
Hands On Me,Ariana Grande,0.214,https://api.spotify.com/v1/audio-analysis/1rNop31kdDmSj3Ds6xhIeS,0.662,192227,0.766,1rNop31kdDmSj3Ds6xhIeS,0.0,7,0.324,-5.694,1,0.0377,97.959,4,https://api.spotify.com/v1/tracks/1rNop31kdDmSj3Ds6xhIeS,audio_features,spotify:track:1rNop31kdDmSj3Ds6xhIeS,0.376
My Everything,Ariana Grande,0.88,https://api.spotify.com/v1/audio-analysis/4eumFsTnduH3zRfaASoAPs,0.54,168520,0.265,4eumFsTnduH3zRfaASoAPs,0.0,11,0.131,-5.307,1,0.0297,61.975,4,https://api.spotify.com/v1/tracks/4eumFsTnduH3zRfaASoAPs,audio_features,spotify:track:4eumFsTnduH3zRfaASoAPs,0.423
Bang Bang,Jessie J,0.283,https://api.spotify.com/v1/audio-analysis/466s1BacUmiRdR3ISvNjyx,0.703,199320,0.747,466s1BacUmiRdR3ISvNjyx,0.0,0,0.396,-4.446,0,0.0895,149.974,4,https://api.spotify.com/v1/tracks/466s1BacUmiRdR3ISvNjyx,audio_features,spotify:track:466s1BacUmiRdR3ISvNjyx,0.7
Only 1,Ariana Grande,0.5,https://api.spotify.com/v1/audio-analysis/6LQzYkmd8ADbKOOEVDnlG4,0.656,193987,0.842,6LQzYkmd8ADbKOOEVDnlG4,0.0,0,0.0787,-5.714,1,0.24,101.364,4,https://api.spotify.com/v1/tracks/6LQzYkmd8ADbKOOEVDnlG4,audio_features,spotify:track:6LQzYkmd8ADbKOOEVDnlG4,0.384
You Don't Know Me,Ariana Grande,0.0453,https://api.spotify.com/v1/audio-analysis/3hgl7EQwTutSm6PESsB7gZ,0.381,233720,0.631,3hgl7EQwTutSm6PESsB7gZ,0.0,0,0.129,-5.886,1,0.262,170.187,4,https://api.spotify.com/v1/tracks/3hgl7EQwTutSm6PESsB7gZ,audio_features,spotify:track:3hgl7EQwTutSm6PESsB7gZ,0.37
Honeymoon Avenue,Ariana Grande,0.218,https://api.spotify.com/v1/audio-analysis/5SmXEPnevlRjBPWBG7oKIi,0.692,339733,0.608,5SmXEPnevlRjBPWBG7oKIi,0.0,8,0.348,-5.233,0,0.041,125.005,4,https://api.spotify.com/v1/tracks/5SmXEPnevlRjBPWBG7oKIi,audio_features,spotify:track:5SmXEPnevlRjBPWBG7oKIi,0.448
Baby I,Ariana Grande,0.0152,https://api.spotify.com/v1/audio-analysis/6NmCCgnQcxKHPOAKgd9Nth,0.724,197600,0.796,6NmCCgnQcxKHPOAKgd9Nth,0.0,1,0.354,-3.686,1,0.0328,101.975,4,https://api.spotify.com/v1/tracks/6NmCCgnQcxKHPOAKgd9Nth,audio_features,spotify:track:6NmCCgnQcxKHPOAKgd9Nth,0.542
Right There,Ariana Grande,0.127,https://api.spotify.com/v1/audio-analysis/47rzxY9wSpomHE1gT94jIT,0.621,247080,0.834,47rzxY9wSpomHE1gT94jIT,0.0,7,0.0854,-3.166,1,0.105,156.099,4,https://api.spotify.com/v1/tracks/47rzxY9wSpomHE1gT94jIT,audio_features,spotify:track:47rzxY9wSpomHE1gT94jIT,0.561
Tattooed Heart,Ariana Grande,0.414,https://api.spotify.com/v1/audio-analysis/7JmIjOsRish3vYBSLTytEC,0.535,194707,0.519,7JmIjOsRish3vYBSLTytEC,0.0,7,0.142,-4.161,1,0.0273,72.06,4,https://api.spotify.com/v1/tracks/7JmIjOsRish3vYBSLTytEC,audio_features,spotify:track:7JmIjOsRish3vYBSLTytEC,0.32
Lovin' It,Ariana Grande,0.115,https://api.spotify.com/v1/audio-analysis/0CN72fWya38TPEQzrsr27w,0.624,180693,0.825,0CN72fWya38TPEQzrsr27w,0.0,6,0.276,-3.841,0,0.0422,93.996,4,https://api.spotify.com/v1/tracks/0CN72fWya38TPEQzrsr27w,audio_features,spotify:track:0CN72fWya38TPEQzrsr27w,0.428
Piano,Ariana Grande,0.164,https://api.spotify.com/v1/audio-analysis/1FSfCzJd8aSQ0nqTSbN4PO,0.738,234427,0.804,1FSfCzJd8aSQ0nqTSbN4PO,0.0,1,0.826,-4.286,0,0.0815,120.017,4,https://api.spotify.com/v1/tracks/1FSfCzJd8aSQ0nqTSbN4PO,audio_features,spotify:track:1FSfCzJd8aSQ0nqTSbN4PO,0.725
Daydreamin',Ariana Grande,0.234,https://api.spotify.com/v1/audio-analysis/2CcQDI2IDhHbmBIFup58JE,0.675,211293,0.648,2CcQDI2IDhHbmBIFup58JE,0.0,7,0.561,-6.003,1,0.0317,114.051,3,https://api.spotify.com/v1/tracks/2CcQDI2IDhHbmBIFup58JE,audio_features,spotify:track:2CcQDI2IDhHbmBIFup58JE,0.322
The Way,Ariana Grande,0.294,https://api.spotify.com/v1/audio-analysis/0S4RKPbRDA72tvKwVdXQqe,0.645,227027,0.878,0S4RKPbRDA72tvKwVdXQqe,0.0,5,0.076,-3.208,0,0.113,82.324,4,https://api.spotify.com/v1/tracks/0S4RKPbRDA72tvKwVdXQqe,audio_features,spotify:track:0S4RKPbRDA72tvKwVdXQqe,0.862
You’ll Never Know,Ariana Grande,0.0546,https://api.spotify.com/v1/audio-analysis/6d8XhbAw4IoKPnVD07Sb9b,0.764,214280,0.842,6d8XhbAw4IoKPnVD07Sb9b,0.0,6,0.0351,-3.835,1,0.059,105.015,4,https://api.spotify.com/v1/tracks/6d8XhbAw4IoKPnVD07Sb9b,audio_features,spotify:track:6d8XhbAw4IoKPnVD07Sb9b,0.869
Almost Is Never Enough,Ariana Grande,0.825,https://api.spotify.com/v1/audio-analysis/442j8VxaB60dWf9cBFuX5w,0.324,327773,0.327,442j8VxaB60dWf9cBFuX5w,0.0,2,0.101,-7.494,1,0.0409,81.328,4,https://api.spotify.com/v1/tracks/442j8VxaB60dWf9cBFuX5w,audio_features,spotify:track:442j8VxaB60dWf9cBFuX5w,0.334
Popular Song,MIKA,0.152,https://api.spotify.com/v1/audio-analysis/6AviHKu3ydzAePBmzEi62v,0.666,200213,0.81,6AviHKu3ydzAePBmzEi62v,0.0,8,0.0613,-4.574,1,0.0458,99.023,4,https://api.spotify.com/v1/tracks/6AviHKu3ydzAePBmzEi62v,audio_features,spotify:track:6AviHKu3ydzAePBmzEi62v,0.811
Better Left Unsaid,Ariana Grande,0.0397,https://api.spotify.com/v1/audio-analysis/0vyQdRbRJRRY8GGuM8eVVI,0.594,211227,0.83,0vyQdRbRJRRY8GGuM8eVVI,0.000145,9,0.104,-4.024,1,0.0328,129.998,4,https://api.spotify.com/v1/tracks/0vyQdRbRJRRY8GGuM8eVVI,audio_features,spotify:track:0vyQdRbRJRRY8GGuM8eVVI,0.283
"yes, and? (with Mariah Carey) - Remix",Ariana Grande,0.0876,https://api.spotify.com/v1/audio-analysis/5LBv48NNyHsknRYwFWC361,0.742,214994,0.769,5LBv48NNyHsknRYwFWC361,2.68e-06,8,0.0949,-5.346,1,0.0604,118.99,4,https://api.spotify.com/v1/tracks/5LBv48NNyHsknRYwFWC361,audio_features,spotify:track:5LBv48NNyHsknRYwFWC361,0.778
"yes, and?",Ariana Grande,0.19,https://api.spotify.com/v1/audio-analysis/2ckw25vIQjnbN03XRwp55B,0.787,214994,0.775,2ckw25vIQjnbN03XRwp55B,6.54e-05,1,0.113,-6.614,1,0.0548,118.998,4,https://api.spotify.com/v1/tracks/2ckw25vIQjnbN03XRwp55B,audio_features,spotify:track:2ckw25vIQjnbN03XRwp55B,0.787
"yes, and? - edit",Ariana Grande,0.111,https://api.spotify.com/v1/audio-analysis/5wiAFvYjgrzxlyYxDXP155,0.776,190755,0.837,5wiAFvYjgrzxlyYxDXP155,1.66e-05,1,0.132,-6.057,1,0.051,118.984,4,https://api.spotify.com/v1/tracks/5wiAFvYjgrzxlyYxDXP155,audio_features,spotify:track:5wiAFvYjgrzxlyYxDXP155,0.863
"yes, and? - extended mix",Ariana Grande,0.0836,https://api.spotify.com/v1/audio-analysis/12SdfiD7MIRteeIXWdvxpl,0.818,308204,0.763,12SdfiD7MIRteeIXWdvxpl,0.00109,1,0.101,-6.661,1,0.0495,119.015,4,https://api.spotify.com/v1/tracks/12SdfiD7MIRteeIXWdvxpl,audio_features,spotify:track:12SdfiD7MIRteeIXWdvxpl,0.807
"yes, and? - sped up",Ariana Grande,0.181,https://api.spotify.com/v1/audio-analysis/0eE0ymf1EjMk1ycmFO2cfH,0.774,193868,0.755,0eE0ymf1EjMk1ycmFO2cfH,0.000144,0,0.188,-6.656,1,0.0958,132.055,4,https://api.spotify.com/v1/tracks/0eE0ymf1EjMk1ycmFO2cfH,audio_features,spotify:track:0eE0ymf1EjMk1ycmFO2cfH,0.859
"yes, and? - a cappella",Ariana Grande,0.876,https://api.spotify.com/v1/audio-analysis/61qw8LTaRFn11q37hQB6ns,0.499,196651,0.319,61qw8LTaRFn11q37hQB6ns,0.0,3,0.0677,-9.56,1,0.0576,113.085,4,https://api.spotify.com/v1/tracks/61qw8LTaRFn11q37hQB6ns,audio_features,spotify:track:61qw8LTaRFn11q37hQB6ns,0.28
"yes, and? - slowed",Ariana Grande,0.224,https://api.spotify.com/v1/audio-analysis/0WUfD4IZdOgo85xz3YX3oh,0.774,241298,0.699,0WUfD4IZdOgo85xz3YX3oh,6.67e-05,1,0.0945,-6.823,1,0.0325,106.025,4,https://api.spotify.com/v1/tracks/0WUfD4IZdOgo85xz3YX3oh,audio_features,spotify:track:0WUfD4IZdOgo85xz3YX3oh,0.672
"yes, and? - instrumental",Ariana Grande,0.00126,https://api.spotify.com/v1/audio-analysis/3lZu2q4dHAFQ8Rc5TKjQG1,0.888,214994,0.687,3lZu2q4dHAFQ8Rc5TKjQG1,0.871,1,0.0841,-7.711,1,0.0429,118.968,4,https://api.spotify.com/v1/tracks/3lZu2q4dHAFQ8Rc5TKjQG1,audio_features,spotify:track:3lZu2q4dHAFQ8Rc5TKjQG1,0.672
"yes, and? - extended mix instrumental",Ariana Grande,0.00132,https://api.spotify.com/v1/audio-analysis/3AF1Q0Ce50AsqrX6qKbZEc,0.883,308204,0.714,3AF1Q0Ce50AsqrX6qKbZEc,0.847,1,0.0962,-7.548,1,0.0417,118.808,4,https://api.spotify.com/v1/tracks/3AF1Q0Ce50AsqrX6qKbZEc,audio_features,spotify:track:3AF1Q0Ce50AsqrX6qKbZEc,0.716
"yes, and? - Felix Jaehn Remix",Ariana Grande,0.00195,https://api.spotify.com/v1/audio-analysis/76AW0YyMzLIenJ8SSh1PwT,0.628,235389,0.91,76AW0YyMzLIenJ8SSh1PwT,0.252,10,0.219,-5.648,0,0.0454,128.01,4,https://api.spotify.com/v1/tracks/76AW0YyMzLIenJ8SSh1PwT,audio_features,spotify:track:76AW0YyMzLIenJ8SSh1PwT,0.639
"yes, and? - Jonas Blue Remix",Ariana Grande,0.0266,https://api.spotify.com/v1/audio-analysis/4h2fgDf2gpwx5s4IwEr58I,0.632,212903,0.825,4h2fgDf2gpwx5s4IwEr58I,0.00413,1,0.112,-4.348,1,0.0353,124.017,4,https://api.spotify.com/v1/tracks/4h2fgDf2gpwx5s4IwEr58I,audio_features,spotify:track:4h2fgDf2gpwx5s4IwEr58I,0.307
"yes, and? - The Blessed Madonna’s Godsquad Mix",Ariana Grande,0.0448,https://api.spotify.com/v1/audio-analysis/4TYzMbXyJdEpFt7vspHHEM,0.868,301980,0.677,4TYzMbXyJdEpFt7vspHHEM,0.0121,8,0.12,-7.089,1,0.0603,121.992,4,https://api.spotify.com/v1/tracks/4TYzMbXyJdEpFt7vspHHEM,audio_features,spotify:track:4TYzMbXyJdEpFt7vspHHEM,0.684
"yes, and? - Felix Jaehn Remix",Ariana Grande,0.00144,https://api.spotify.com/v1/audio-analysis/6R5licKQW6P3UD64RWtKxb,0.627,235390,0.907,6R5licKQW6P3UD64RWtKxb,0.395,10,0.215,-5.649,0,0.0436,128.022,4,https://api.spotify.com/v1/tracks/6R5licKQW6P3UD64RWtKxb,audio_features,spotify:track:6R5licKQW6P3UD64RWtKxb,0.614
"yes, and? - Jonas Blue Remix",Ariana Grande,0.0282,https://api.spotify.com/v1/audio-analysis/62iX6bbxe9T81LrNwqre3p,0.623,212903,0.819,62iX6bbxe9T81LrNwqre3p,0.00441,1,0.105,-4.373,1,0.0404,124.014,4,https://api.spotify.com/v1/tracks/62iX6bbxe9T81LrNwqre3p,audio_features,spotify:track:62iX6bbxe9T81LrNwqre3p,0.311
"yes, and? - The Blessed Madonna’s Godsquad Mix",Ariana Grande,0.044,https://api.spotify.com/v1/audio-analysis/1GxNDaFx9411X1g7cCf55E,0.865,301982,0.699,1GxNDaFx9411X1g7cCf55E,0.00905,10,0.125,-7.085,0,0.0599,122.008,4,https://api.spotify.com/v1/tracks/1GxNDaFx9411X1g7cCf55E,audio_features,spotify:track:1GxNDaFx9411X1g7cCf55E,0.741
"yes, and? - The Blessed Madonna’s Godsquad Mix",Ariana Grande,0.048,https://api.spotify.com/v1/audio-analysis/5jvgyMX8IQwzpGeWi6P4Xo,0.866,301982,0.682,5jvgyMX8IQwzpGeWi6P4Xo,0.0105,10,0.128,-7.099,0,0.0682,121.984,4,https://api.spotify.com/v1/tracks/5jvgyMX8IQwzpGeWi6P4Xo,audio_features,spotify:track:5jvgyMX8IQwzpGeWi6P4Xo,0.733
"yes, and? - Jonas Blue Remix",Ariana Grande,0.0311,https://api.spotify.com/v1/audio-analysis/3oVfohX6LdBkD568rzE8Y7,0.629,212903,0.839,3oVfohX6LdBkD568rzE8Y7,0.0081,1,0.117,-4.351,1,0.0388,124.025,4,https://api.spotify.com/v1/tracks/3oVfohX6LdBkD568rzE8Y7,audio_features,spotify:track:3oVfohX6LdBkD568rzE8Y7,0.291
"yes, and? - Felix Jaehn Remix",Ariana Grande,0.00186,https://api.spotify.com/v1/audio-analysis/7hze5qL4MAO9K3aQFT7EUe,0.625,235389,0.909,7hze5qL4MAO9K3aQFT7EUe,0.344,10,0.217,-5.638,0,0.045,128.016,4,https://api.spotify.com/v1/tracks/7hze5qL4MAO9K3aQFT7EUe,audio_features,spotify:track:7hze5qL4MAO9K3aQFT7EUe,0.624
"yes, and? - Felix Jaehn Remix",Ariana Grande,0.00144,https://api.spotify.com/v1/audio-analysis/7dr1lLSbw7UaEch1ycBxRc,0.63,235390,0.904,7dr1lLSbw7UaEch1ycBxRc,0.301,10,0.217,-5.651,0,0.0442,128.026,4,https://api.spotify.com/v1/tracks/7dr1lLSbw7UaEch1ycBxRc,audio_features,spotify:track:7dr1lLSbw7UaEch1ycBxRc,0.63
Die For You - Remix,The Weeknd,0.232,https://api.spotify.com/v1/audio-analysis/7oDd86yk8itslrA9HRP2ki,0.531,232857,0.525,7oDd86yk8itslrA9HRP2ki,0.0,1,0.441,-6.5,0,0.0671,66.9,4,https://api.spotify.com/v1/tracks/7oDd86yk8itslrA9HRP2ki,audio_features,spotify:track:7oDd86yk8itslrA9HRP2ki,0.502
